Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"Dibilang kata disebut adat,
Adat Melayu bersendi syarak,
Kerja disungguh hemat dan adat,
Indahnya budi disulam syarak.",MOHD ISKANDAR IQHWAN BIN JULAIMIN,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"adat, adat,, dibilang, disebut, kata",23.0,tidak,2023-08-24,2023-08-24
"Dagang menuntun toko Cilacap
Kilau memancar di kotak peci
Sopan dan santun kata diucap
Adab dipancar hati nan suci",MUHAMMAD SAHRULNIZAM BIN ABDUL RAHMAN,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"menuntun, toko, kilau, dagang, cilacap",25.0,tidak,2023-08-24,2023-08-24
"Di Tanah Merah bertemu mantan
Mantan menanti coklatlah Belgia
Jangan menyerah di kesulitan
Percaya nanti akan bahagia",Zamarul hisyam bin abtal,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, tanah, merah, mantan, bertemu",25.0,tidak,2023-08-24,2023-08-24
"Jangan menggali tanah seberang
Cari dahulu buah kemiri
Jangan mencari salahlah orang
Cari dahulu salah sendiri",Mohd iqmal mary abdullah ,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jangan, cari, seberang, tanah, menggali",24.0,tidak,2023-08-24,2023-08-24
"Pohon meranti subur di taman,
Tempat melihat burung tekukur;
Tabahkan hati tetapkan iman,
Agar sehat dipanjangkan umur.",Hasyuda Abadi ,Gembira,Ucapan Hari Jadi,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pohon, taman,, di, subur, meranti",23.0,ya,2023-07-07,2023-08-23
"Warnanya kapal merah putih,
gada-gada penentu arah;
Ilmu setimpal jiwa terlatih,
itu petanda orang pemurah.",CG Karmin Abbas ,Negara,Ucapan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"putih,, warnanya, merah, kapal, gada-gada",25.0,ya,2023-08-09,2023-08-09
"Lapis-lapiskan kukur kiantan,
tumis gegambir dicatu-catu;
Tapis parutan dapatlah santan,
tapis kaliber dapatlah mutu.",CG Karmin Abbas ,Pemimpin ,Sokongan ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"gegambir, kukur, tumis, lapis-lapiskan, kiantan,",23.0,ya,2023-08-07,2023-08-07
"Kalau sepiak tak terpemanai,
bayang-bayangkan sepanjang masa;
Fitnah membiak bak anai-anai,
perlahan-lahan memakan mangsa.",CG Karmin Abbas ,Pemimpin ,Sokongan ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tak, bayang-bayangkan, kalau, sepiak, terpemanai,",24.0,ya,2023-08-07,2023-08-07
"Jikalau duduk di atas ambin,
tangan menyilih alif ke ba;
Jikalau duduk dengan pemimpin,
jangan menindih riba ke riba.",CG Karmin Abbas ,Pemimpin ,Sokongan ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ambin,, di, duduk, jikalau, atas",21.0,ya,2023-08-07,2023-08-07
"Walau setahil emas suasa,
tuang ke rawa menjadi lambang;
Walaupun kerdil jelas dirasa,
tuang ke jiwa menjadi kembang.",CG Karmin Abbas ,Pemimpin ,Sokongan ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"setahil, tuang, suasa,, walau, emas",24.0,ya,2023-08-07,2023-08-07
"Beriring balam dengan merbah,
buah lakum dijolok jatuh;
Berkirim salam dengann sembah,
Assalamualaikum warrahmatullahi wabarakatuh.",Prof Umar Zein,Salam,Adab ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"balam, dengan, beriring, buah, merbah,",25.0,ya,2023-02-28,2023-08-04
"Berjalan-jalan ke Brastagi,
jangan lupa jeruk segelas;
Jikalau taulan nak berbagi,
janganlah lupa dengan ikhlas.",Umar Zein,Budi Pekerti,Wisata,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jangan, ke, berjalan-jalan, lupa, brastagi,",25.0,ya,2021-10-08,2023-08-04
"Pagi redup memanjat cermat,
hendak bungkus buah papaya;
Kalau hidup ada matlamat,
makin fokus makin berjaya.
",CG Karmin Abbas,Matlamat,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"cermat,, hendak, redup, pagi, memanjat",25.0,ya,2023-07-29,2023-08-02
"Janji Pak Uda menempa gangsa,
Ditunjuk ajar ayah sang raja;
Jadi pemuda harapan bangsa,
Rajin belajar, giat bekerja.
",Awang Abdul Muizz bin Awang Marusin ,Nasihat,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"janji, uda, pak, gangsa,, menempa",25.0,tidak,2023-08-01,2023-08-01
"Dagang pendatang bawa kuini,
Burung di lantai hinggap dan makan;
Selamat datang, kami di sini;
Dewan Teratai kami aturkan.",Awang Abdul Muizz bin Awang Marusin ,Selamat datang,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"dagang, burung, bawa, pendatang, kuini,",25.0,tidak,2023-08-01,2023-08-01
"Cantiknya baju bijak bestari,
Dibawa jalan makan ambuyat;
Salam maju saudara saudari,
Semoga jalan arah hidayat.",Awang Abdul Muizz bin Awang Marusin ,Ucap selamat,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"dibawa, cantiknya, bijak, bestari,, baju",25.0,tidak,2023-08-01,2023-08-01
"Jika parang diasah tajam, 
belum tentu dapat menikam;
Jikalau terang terlajak hadam,
tajamnya jitu terus ditikam.

",Omar ,Bijak,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"diasah, parang, jika, belum, tajam,",24.0,ya,2023-07-26,2023-07-26
"Jika parang diasah tajam, 
Belum tentu tentu dapat menikam,
Jika kekata terlajak hadam,
Tajamnya parang terus ditikam

",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"diasah, parang, jika, belum, tajam,",20.0,tidak,2023-07-26,2023-07-26
"Jalan di taman di petang hari,
Buat penyejuk hati yang gundah;
Mengapa teman hilang berhari,
Telah dipujuk tidak diendah. ",Cikgu Mamafatihah,Persahabatan,Tidak ditentukan,Menghargai persahabatan dan pentingnya setia kawan.,Untuk mengeratkan hubungan persahabatan dan persaudaraan.,❌,❌,✅,"Majlis Perpisahan, Perjumpaan Alumni, Sambutan Hari Raya",✅,✅,❌,"taman, di, petang, jalan",25.0,ya,2023-07-23,2023-07-24
"Keluar Malaysia bersama pak Noh;
Sekali diajak si sirih junjung;
Masuk Malaysia kena senonoh;
Bumi dipijak, langit dijunjung.",Awang Abdul Muizz Awang Marusin,Kesopanan dan kesusilaan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bersama, malaysia, pak, noh;, keluar",25.0,ya,2023-07-23,2023-07-23
"Dalam pasar dijual pari,
Masak lemak dibawa pulang;
Berasa besar terlupa diri,
Akibat tamak kuasa hilang.
",Hasyuda Abadi,Singapura,Pantun,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"masak, pari,, dalam, pasar, dijual",25.0,ya,2023-07-20,2023-07-22
"Gentingnya jubin berkeping-keping,
tiada tiris bumbungnya rendah;
Pulau ubin terletak di samping,
Taman Pasir Ris pusat riadah.",CG Karmin Abbas,Singapura,Pendapat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berkeping-keping,, tiada, jubin, gentingnya, tiris",25.0,ya,2023-07-22,2023-07-22
"Di waktu malam pancing haruan,
panjang selengan dikail Cina;
se Kampong Gelam menjadi tumpuan,
tiada bandingan di mana-mana.",CG Karmin Abbas,Singapura,Pendapat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"waktu, malam, di, haruan,, pancing",25.0,ya,2023-07-22,2023-07-22
"Banyak cerun antara cerun,
baik jangan hala melencong;
Naik turun dan naik turun,
bersiar dengan bas pelancong.",CG Karmin Abbas,Melancong,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"baik, antara, cerun,, banyak, cerun",25.0,ya,2023-07-22,2023-07-22
"Sembelih unta, lembu dan kambing,
dagingnya buat golongan fakir;
Jikalau kita mudah dibimbing,
itu alamat orang berfikir.",CG Karmin Abbas,Zakat,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"lembu, kambing,, sembelih, dan, unta,",24.0,ya,2023-07-20,2023-07-20
"Cincin emas di jari manis,
Tanda cinta empunya hati;
Bertudung kemas buat pemanis,
Janji dikota bahagia nanti.",Cikgu Mamafatihah,Kasih sayang,Tidak ditentukan,Menghargai hubungan kekeluargaan dan kasih sayang antara ahli keluarga.,Untuk menyampaikan nilai kekeluargaan dan kasih sayang.,❌,✅,❌,"Hari Keluarga, Kenduri Kesyukuran, Majlis Perkahwinan",❌,✅,❌,"di, manis,, cincin, jari, emas",25.0,ya,2023-07-19,2023-07-19
"Buah pinang beli di pasar,
   Makan bersama sirih muda;
Mengapa dikenang kekasih kasar,
   Mari bersama bergurau senda.
",Cikgu Mamafatihah,Cinta,Tidak ditentukan,Melambangkan perasaan cinta dan kasih sayang dalam perhubungan.,Untuk mengungkapkan perasaan cinta dan kasih kepada pasangan.,❌,❌,❌,"Majlis Perkahwinan, Hari Kekasih, Ulang Tahun Perkahwinan",❌,✅,❌,"pasar,, beli, di, pinang, buah",25.0,ya,2023-07-19,2023-07-19
"Mengail ikan di pinggir hutan,
paya di situ semakin gundul;
Mungkin bukan papaya jantan,
tapi itu papaya mandul.",Sidang Pemantun,Papaya,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pinggir, ikan, di, mengail, hutan,",25.0,ya,2023-07-19,2023-07-19
"Keliling bendang naik kereta,
anak itik termasuk bubu;
Jangan pandang sebelah mata,
bunga berkhasiat beribu.",Sidang Pemantun,Papaya,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kereta,, keliling, bendang, naik, anak",23.0,ya,2023-07-19,2023-07-19
"Papaya jantan jangan ditebang,
bunganya sarat dengan khasiat;
Zahir dan batin harus seimbang,
nescaya selamat dunia akhirat.",Sidang Pemantun,Papaya,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jantan, jangan, ditebang,, papaya, bunganya",20.0,ya,2023-07-19,2023-07-19
"Jangan dipandang sebelah mata,
jika hati sudah terpikat;
Tetap disayang bagai dikata,
khasiat beribu bawa berubat.",Sidang Pemantun,Papaya,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"mata,, jangan, dipandang, jika, sebelah",19.0,ya,2023-07-19,2023-07-19
"Naik perahu ke Teluk Intan,
sampai kuala tambat di sana;
Jika dah tahu papaya jantan,
tanam pula papaya betina.",Sidang Pemantun,Papaya,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"perahu, intan,, ke, teluk, naik",25.0,ya,2023-07-19,2023-07-19
"Tangga diguna mangga dipetik
enak dimakan bersama lada:
Apa guna menanam betik,
berbunga jantan buah tiada.",Sidang Pemantun,Papaya,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tangga, diguna, dipetik, mangga, enak",23.0,ya,2023-07-19,2023-07-19
"Apa guna pergi ke paya,
jika paya jauh di hutan;
Apa guna tanam papaya,
jika papaya berbuah jantan.",Sidang Pemantun,Papaya,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"paya,, ke, apa, guna, pergi",24.0,ya,2023-07-19,2023-07-19
"Hijrah diri amal dipinta,
Usah sekadar manis dibibir;
Hidup mandiri cekal merata,
Semangat mekar ikhlas ditaksir. ",Cikgu Mamafatihah ,Kecekalan ,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"diri, dipinta,, amal, hijrah, usah",21.0,tidak,2023-07-19,2023-07-19
"Jangan dipandang sebelah mata, 
  Jika hati sudah terpikat ;
Tetap disayang bagai dikata, 
Khasiat beribu bawa berubat. 
",Cikgu Mamafatihah ,Kasih sayang ,Tidak ditentukan,Menghargai hubungan kekeluargaan dan kasih sayang antara ahli keluarga.,Untuk menyampaikan nilai kekeluargaan dan kasih sayang.,❌,✅,❌,"Hari Keluarga, Kenduri Kesyukuran, Majlis Perkahwinan",❌,✅,❌,"mata,, jangan, dipandang, jika, sebelah",19.0,tidak,2023-07-19,2023-07-19
"Buah cempedak di luar pagar,
ambil galah tolong jolokkan;
Saya budak baru belajar,
kalau salah tolong tunjukkan.",Hamba Allah,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, buah, cempedak, luar, pagar,",22.0,tidak,2023-07-15,2023-07-15
"Masjid Agung tersergam lengkap,
Beduk dicipta perbuat tangan;
Andai tersinggung akibat cakap,
Ampun dipinta disimpan jangan.
",Hasyuda Abadi,Bermaaf-maafan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lengkap,, masjid, tersergam, agung, beduk",25.0,ya,2023-07-12,2023-07-15
"Andai tuan membeli selasih,
Membeli kekwa di kedai nyonya;
Hanya Tuhan memberikan kasih,
Damai jiwa beriman pada-Nya.",Hasyuda Abadi ,Dakwah,Kasih Sayang,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"selasih,, andai, tuan, membeli",24.0,tidak,2023-07-07,2023-07-07
"Kain batik, selendang batik,
Mari sebar ke atas pentas;
Adik cantik, abang pun cantik,
Bagailah dakwat dengan kertas.",vicakrony roy,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kain, selendang, batik,, mari",24.0,tidak,2023-07-07,2023-07-07
"Orang Jawa mencari benang,
Cari benang di atas bukit;
Orang jauh jangan dikenang,
Lama-lama jadi penyakit.",Nickhlos Ensin,Rindu,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"orang, cari, benang,, jawa, mencari",23.0,tidak,2023-07-07,2023-07-07
"Hari kita pergi ke Banjar,
Ikan kita siap disidai;
Kalau kita giat belajar,
Kelak kita menjadi pandai.",wivero alver wellson,Rajin,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ke, kita, hari, pergi, banjar,",25.0,tidak,2023-07-07,2023-07-07
"Jikalau kaki tersadung batu,
Jatuh selalu tersembam ke tanah;
Orang lelaki memang begitu,
Sumpahnya selalu, tunai tak pernah.",christo ryan tan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"batu,, tersadung, jikalau, kaki, jatuh",23.0,tidak,2023-07-07,2023-07-07
