Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"RIMBUN BERANGAN MELINDUNG DUKU
DI TANAH RATA LEBAT BERBUAH
DI BAWAH NAUNGAN DULI TUAN KU
RUNDUK JELATA MENUMPANG TUAH",AHMAD HAFIZD HITAM,MALAYSIA TANAH BERTUAH,EMPAT KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, melindung, berangan, rimbun, duku",24,tidak,13/09/2023,13/09/2023
"PUTIK BUKAN SEBARANG PUTIK
PUTIK CEMPAKA HARUM BAUNYA
BATIK BUKAN SEBARANG BATIK
BATIK PUSAKA CERMINAN BUDAYA",AHMAD HAFIZD HITAM,BATIK TRADISI,EMPAT KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sebarang, bukan, putik",21,tidak,13/09/2023,13/09/2023
"CANTIK BERSERI UKIR BERSENI
CORAK SELASIH BERBUNGA MAYANG
KUKUH BERDIRI KELUARGA MADANI
TIANG NYA KASIH BUMBUNGNYA SAYANG
",AHMAD HAFIZD HITAM,MALAYSIA MADANI,EMPAT KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berseri, ukir, corak, cantik, berseni",24,tidak,13/09/2023,13/09/2023
"Studio bukan sembarang studio,
sarana diguna artis terbilang;
Radio bukan sembarang radio,
stesenlah Warna bukanlah kepalang.",CG Karmin Abbas,Radio Warna,Pujian,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sembarang, bukan, studio,, studio, sarana",25,ya,13/09/2023,13/09/2023
"Si anak rusa, anak buaya
Jatuh terduduk kera di laman
Cintakan bahasa, sayangi budaya
Tidak lapuk ditelan zaman",Zulfadhli (Jujul),bebas,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"anak, buaya, rusa,, si",23,tidak,13/09/2023,13/09/2023
"Datang berkunjung duduk di anjung
Di atas kayu gugurnya dahlia
Bahasa disanjung, budaya dijunjung
Tidaklah melayu hilang di dunia",Zulfadhli (Jujul),Bebas,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, duduk, berkunjung, datang, anjung",24,tidak,13/09/2023,13/09/2023
"Anak Pak Pandir bermain gendang
Menari si dara bersopan santun
Saya hadir masuk gelanggang
Bersuka ria mengarang pantun",Zulfadhli (Jujul),bebas,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bermain, pak, pandir, gendang, anak",20,tidak,13/09/2023,13/09/2023
"Panglima bermula dengan pantun,
Mengadap raja diatas tahta.
Bangsa kita bersopan santun,
Bukan budaya suka bersengketa.",Hadijah,Budaya bangsa,Tidak ditentukan,Menerapkan nilai dan keindahan adat serta budaya dalam kehidupan.,Untuk memperkenalkan dan menghargai budaya serta warisan bangsa.,❌,❌,❌,"Festival Kebudayaan, Kenduri Adat, Persembahan Seni",❌,❌,❌,"pantun,, dengan, bermula, mengadap, panglima",22,tidak,13/09/2023,13/09/2023
"CINCIN SUASA DATUK PENGGAWA
ILHAM JAUHARI DARI LAH LINGGI
SUBUR BAHASA DIRELUNG JIWA
BANGSA BESTARI BERILMU TINGGI
",AHMAD HAFIZD HITAM,BANGSA BERILMU,EMPAT KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"suasa, datuk, ilham, penggawa, cincin",25,tidak,13/09/2023,13/09/2023
"ANAK TERUNA TURUN MEMBAJAK
BERBEKAL AZIMAT WARISAN KERABAT
WALAU DIMANA KAKI MENGINJAK
BAHASA KERAMAT DI ANGKAT MARTABAT
",AHMAD HAFIZD HITAM,BAHASA JIWA BANGSA,EMPAT KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berbekal, turun, anak, teruna, membajak",23,tidak,13/09/2023,13/09/2023
"GAGAH PERKASA TERUNA DESA
SAMA SRIKANDI MEMBANTING PADI
INDAH BAHASA CERMINAN BANGSA
HALUSNYA BUDI TUNJANG PERIBADI
",AHMAD HAFIZD HITAM,BUDI BAHASA,EMPAT KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"desa, sama, gagah, teruna, perkasa",24,tidak,13/09/2023,13/09/2023
"Kalaulah tidak kerana unggas,
Tidaklah rosak padi di sawah;
Kalau tidak kerana bertugas,
Tidaklah kita akan berpisah.",Zahairin Abd Rahman,Orang Lama,Ucapan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kerana, unggas,, tidak, tidaklah, kalaulah",23,ya,10/09/2023,13/09/2023
"Berbahasa itu adalah berbudi
Pekerti mulia dibawa mati
Segala urusan lancar menjadi
Perkara dilakukan seikhlas hati",Abdul Malek,Nasihat,Santai,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"adalah, pekerti, itu, berbudi, berbahasa",21,tidak,12/09/2023,12/09/2023
"Makanan di hantar si Ramu,
Sambil menonton drama perang,
Jaga adab serta akhlakmu, 
Jangan sampai mencela orang.",Rita,Tidak ditentukan,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"makanan, di, ramu,, si, hantar",23,tidak,12/09/2023,12/09/2023
"Sebelum kita mudik ke hulu,
Singgah sebentar di pekan,
Jangan asyik komen melulu,
Nanti menyesal di kemudian.",Rita,Media Sosial,Teguran,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sebelum, hulu,, ke, kita, mudik",16,tidak,12/09/2023,12/09/2023
"Masuk gelanggang si anak dara,
Langkah tersusun bersopan santun,
Awal bismillah pembuka bicara,
Kata disusun terukirlah pantun. ",Firoze Ismail,Cintai bahasa cintai pantun,Pantun empat kerat,Melambangkan perasaan cinta dan kasih sayang dalam perhubungan.,Untuk mengungkapkan perasaan cinta dan kasih kepada pasangan.,❌,❌,❌,"Majlis Perkahwinan, Hari Kekasih, Ulang Tahun Perkahwinan",❌,✅,❌,"dara,, si, masuk, gelanggang, anak",24,tidak,12/09/2023,12/09/2023
"Kalau kita jelajah angkasa,
Ayuh kita teroka berduyun,
Kalau kita cintai bahasa,
Ayuh kita belajar berpantun. ",Firoze Ismail,Cintai Bahasa cintai pantun,Pantun empat kerat,Melambangkan perasaan cinta dan kasih sayang dalam perhubungan.,Untuk mengungkapkan perasaan cinta dan kasih kepada pasangan.,❌,❌,❌,"Majlis Perkahwinan, Hari Kekasih, Ulang Tahun Perkahwinan",❌,✅,❌,"angkasa,, kalau, kita, jelajah, ayuh",22,tidak,12/09/2023,12/09/2023
"Mari kita pergi ke ladang,
Bicara kita bersopan santun,
Mari kita masuk gelanggang,
Acara kita sopan berpantun. 

",Firoze Ismail,Cintai Bahasa cintai pantun,Pantun Empat kerat,Melambangkan perasaan cinta dan kasih sayang dalam perhubungan.,Untuk mengungkapkan perasaan cinta dan kasih kepada pasangan.,❌,❌,❌,"Majlis Perkahwinan, Hari Kekasih, Ulang Tahun Perkahwinan",❌,✅,❌,"mari, ladang,, ke, kita, pergi",21,tidak,12/09/2023,12/09/2023
"Keris Melaka berseni rekaan,
    Hulu berduri milik Andeta;
Anak merdeka jadi igauan,
    Mengelak diri tanpa sengketa.
",Huzaifi M.A,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"keris, hulu, melaka, berseni, rekaan,",24,tidak,12/09/2023,12/09/2023
"Dokoh suasa dipakai Tok Kadi,
   Buatan Melaka berseni rekaan;
Kemilau nusa tersemat abadi,
    Anak merdeka tanda perpaduan.",Huzaifi M.A,PATRIOTIK,PANTUN ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"suasa, kadi,, dokoh, dipakai, tok",21,tidak,12/09/2023,12/09/2023
"Dermaga pusaka binaan megah,
    Bersalur gangsa tetap berguna;
Leluhur merdeka diasak gagah,
     Warisan nusa teguh terbina.",Huzaifi M.A,PATRIOTIK,Pantun,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bersalur, pusaka, megah,, dermaga, binaan",23,tidak,12/09/2023,12/09/2023
"Kalungan melati di taman selasih
Kalam tersurat di hujung laman
Kalungan budi junjungan kasih
Digenggam erat sepanjang zaman",ROSIHA ABDUL RAZAK ,terima kasih,pantun empat kerat ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"taman, melati, di, selasih, kalungan",23,tidak,12/09/2023,12/09/2023
"Hendak sagu ruyunglah sagu
Di tengah bendang perah keringat 
Hendak  lagu diberi lagu 
Dalam bendendang membina semangat  ",ROSIHA ABDUL RAZAK ,lagu patriotik,pantun empat kerat ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, hendak, sagu, ruyunglah",23,tidak,12/09/2023,12/09/2023
"Bersilat lidah berkias pantun
Bertari erat laksamana pengkarang
Beradat indah berhias santun
Seni tersurat ke mana menghilang",ROSIHA ABDUL RAZAK ,Seni,pantun empat kerat ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bertari, berkias, bersilat, lidah, pantun",21,tidak,12/09/2023,12/09/2023
"Buah padi di makan jelatik,
Sawah bendang di desa Gangsa,
Sungguhpun budi hanya setitik,
Akan kukenang sepanjang masa. ",Mohd Maizon bin Waham ,Budi ,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, buah, makan, jelatik,, padi",23,tidak,11/09/2023,11/09/2023
"Daun dedalu luruh di tangga,
Luruh bertimpa hingga ke anjung,
Kasih ibu bawa ke syurga,
Kasih bapa tiada penghujung. ",Mohd Maizon bin Waham ,Kasih Sayang,Tidak ditentukan,Menghargai hubungan kekeluargaan dan kasih sayang antara ahli keluarga.,Untuk menyampaikan nilai kekeluargaan dan kasih sayang.,❌,✅,❌,"Hari Keluarga, Kenduri Kesyukuran, Majlis Perkahwinan",❌,✅,❌,"dedalu, daun, di, tangga,, luruh",23,tidak,11/09/2023,11/09/2023
"Lelah rasa memburu rusa,
Tampak mengkula berbuah lebat, 
Lirik dosa kanan pun dosa, 
Carilah pahala sujud bertaubat. 
",Mohd Maizon bin Waham ,Agama,Tidak ditentukan,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"lelah, tampak, rusa,, rasa, memburu",23,tidak,11/09/2023,11/09/2023
"Arang di kendi hasil usaha
Semasa di titi disusun bertangga
Orang berbudi kita berbahasa
Sama mengerti sama berbangga
",Isiah Majid,Bahasa,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, kendi, arang, hasil, usaha",21,tidak,11/09/2023,11/09/2023
"Kelat tersisa bercakap selesa
Papaya kasturi gerami pun sama
Mencatat kosa mendakap Bahasa
Supaya Lestari di bumi merata
",Isiah Majid,Bahasa,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kelat, bercakap, tersisa, papaya, selesa",21,tidak,11/09/2023,11/09/2023
"Terap keria tataplah selesa
Galau rasa terlupa segi
Tegap budaya tegaplah Bahasa
Kalau tak kita siapa lagi

",Isiah Majid,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"galau, terap, keria, tataplah, selesa",21,tidak,11/09/2023,11/09/2023
"
Kata nista diluahkan jangan
jiwa raga tak terpalit arang;
bukan harta menjadi sanjungan
budi selalu dikenang orang.",Yazid Hussein,Budi,4 Baris,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jangan, nista, jiwa, kata, diluahkan",24,tidak,10/09/2023,10/09/2023
"
Menangkap bawal bersama duri
semakin lemas baru berhenti;
tiada dijual harga diri
walaupun emas ditawar ganti.
",Yazid Hussein,Budi,$ Baris,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"semakin, bawal, bersama, menangkap, duri",24,tidak,10/09/2023,10/09/2023
"Sungguh bersakti si pari-pari
bunuh gergasi depan bupati;
budi pekerti hiasan diri
menjadi paksi sehingga mati.",Yazid Hussein,Budi,4 Baris,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bunuh, pari-pari, bersakti, sungguh, si",25,tidak,10/09/2023,10/09/2023
"Sama-samalah berguru ajar,
Giat menulis alam dewata;
Sama-samalah kita belajar,
Tekun menulis untuk jelata.",Awang Abdul Muizz bin Awang Marusin,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"menulis, berguru, giat, sama-samalah, ajar,",25,tidak,10/09/2023,10/09/2023
"Mari ke pagar memetik zaitun,
Makan terasi di pekan Gurun;
Mari Sepanggar kita berpantun,
Hidup tradisi turun-temurun.",Awang Abdul Muizz bin Awang Marusin,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"zaitun,, mari, ke, memetik, pagar",25,tidak,10/09/2023,10/09/2023
"Idea kreatif penemuan baru
Malaysia madani jadi pemaju
Muda berinovatif ciptaan baru
Teknologi kini negara maju",NUR SHAHEEN IZAZI,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"malaysia, idea, kreatif, penemuan, baru",25,tidak,08/09/2023,08/09/2023
"Bersikap jitu hendaklah diterap,
Kekal abadi keutuhan diri,
Keyakinan itu perlu diperap,
 Kelak menjadi kebiasaan diri",Eva Alexandra D Egbert,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"diterap,, kekal, hendaklah, bersikap, jitu",25,tidak,08/09/2023,08/09/2023
"Si pahlawan seni yakin berkata
Petah berbicara sangat berkuasa
Malaysia madani slogan dicipta
Agar negara maju sentiasa",Faris Syazwan ,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berkata, seni, si, yakin, pahlawan",25,tidak,08/09/2023,08/09/2023
"Cerita hikayat menjadi kisah,
Jadi tradisi untuk teladani,
Kreativiti rakyat perlu diasah,
Agar inovasi rakyat madani.",Eva Alexandra D Egbert,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"menjadi, kisah,, jadi, cerita, hikayat",25,tidak,08/09/2023,08/09/2023
"Bunga matahari bunga lara,
Indah tanam tepi akasia
Negara maju aman negara
Rakyat muafakat hidup sentosa
",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lara,, indah, bunga, matahari",13,tidak,08/09/2023,08/09/2023
"melati kutum tumbuh merata
sayang perbah di pohon cemara ,
assalamualaikum pembuka kata,
saya sembah pembuka bicara",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"melati, sayang, tumbuh, merata, kutum",22,tidak,08/09/2023,08/09/2023
"Saling bermuara putera Melaka,
Sesudahlah diri hidup bersara;
Satu suara laungkan merdeka,
Tegarkan diri untukmu negara.",NURHIDAYAH BINTI AZLI,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"melaka,, saling, sesudahlah, putera, bermuara",25,tidak,08/09/2023,08/09/2023
"Berdatang bertegak bermati matian
setia berkorban demi negara
berdirilah tegak penuh kepastian
setia berkorban walau sengsara",EVA ALEXANDRA D EGBERT,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"matian, bertegak, bermati, setia, berdatang",25,tidak,08/09/2023,08/09/2023
